 VTG,"Id, V_D = 0.1","Id, V_D = 0.4","Id, V_D = 0.7","Id, V_D = 1.0","Itg, V_D = 0.1","Ibg, V_D = 0.1", Vbg
0.91,4.955799999999999e-08,1.1494e-07,1.2965999999999998e-07,1.3936e-07,2.34e-12,5.54e-12,1
0.925,5.03578e-08,1.1494e-07,1.3102e-07,1.4112e-07,5.1e-13,-2.18e-12,1
0.94,5.020659999999999e-08,1.1738e-07,1.328e-07,1.4238e-07,3.48e-12,1.6200000000000004e-12,1
0.955,5.05946e-08,1.1892e-07,1.3248e-07,1.4058e-07,-2.52e-12,-2.9e-12,1
0.97,5.11602e-08,1.1926e-07,1.3372e-07,1.4376e-07,1.04e-12,9.4e-13,1
0.985,5.160599999999999e-08,1.1994e-07,1.3646e-07,1.425e-07,2e-13,1.2400000000000002e-12,1
1.0,5.204399999999999e-08,1.1752e-07,1.3492e-07,1.4486e-07,3.680000000000001e-12,-1.6600000000000002e-12,1
1.0,5.24156e-08,1.1792e-07,1.3474e-07,1.435e-07,7.800000000000002e-13,3.87e-12,1
0.985,5.20092e-08,1.1728e-07,1.3556e-07,1.4248e-07,2.21e-12,-1.21e-12,1
0.97,5.14564e-08,1.1852e-07,1.3334e-07,1.4176e-07,2e-12,1.6000000000000005e-13,1
0.955,5.11704e-08,1.1722e-07,1.3322e-07,1.4248e-07,-2.09e-12,-3.4400000000000007e-12,1
0.94,5.074519999999999e-08,1.1656e-07,1.3418e-07,1.413e-07,2.26e-12,5.3500000000000004e-12,1
0.925,5.01056e-08,1.1586e-07,1.3236e-07,1.402e-07,1.04e-12,-3.9900000000000006e-12,1
0.91,5.00144e-08,1.162e-07,1.3316e-07,1.3786e-07,2.4300000000000003e-12,1.9900000000000002e-12,1
0.895,4.98204e-08,1.1428e-07,1.2952e-07,1.384e-07,-3.77e-12,-3.7e-12,1
0.88,4.9649e-08,1.1408e-07,1.2858e-07,1.3732e-07,2.5600000000000004e-12,3.23e-12,1
0.865,4.930319999999999e-08,1.142e-07,1.2742e-07,1.3676e-07,1.0500000000000002e-12,1.08e-12,1
0.85,4.94072e-08,1.1226980000000001e-07,1.2832e-07,1.3738e-07,2.64e-12,-7.200000000000002e-13,1
0.835,4.90612e-08,1.1381080000000001e-07,1.2732e-07,1.3586e-07,-2.8e-13,-5.7e-13,1
0.82,4.896079999999999e-08,1.12873e-07,1.2738e-07,1.3478e-07,-8.100000000000001e-13,-1.5600000000000002e-12,1
0.805,4.8915399999999993e-08,1.1076299999999998e-07,1.262e-07,1.3512e-07,6.000000000000002e-13,3.51e-12,1
0.79,4.833579999999999e-08,1.0902720000000001e-07,1.2286e-07,1.3452e-07,1.83e-12,-2.62e-12,1
0.775,4.813619999999999e-08,1.0952020000000001e-07,1.2312e-07,1.3082e-07,2.51e-12,1.31e-12,1
0.76,4.84972e-08,1.078584e-07,1.2134e-07,1.2858e-07,-3.1e-12,-3.8900000000000006e-12,1
0.745,4.79178e-08,1.076254e-07,1.2152e-07,1.2858e-07,2.1500000000000003e-12,5.5e-12,1
0.73,4.75148e-08,1.067242e-07,1.2218e-07,1.2786e-07,8.600000000000001e-13,-3.2400000000000007e-12,1
0.715,4.68476e-08,1.0621319999999998e-07,1.1894e-07,1.2682e-07,3.43e-12,1.88e-12,1
0.7,4.675e-08,1.0580400000000001e-07,1.1852e-07,1.2488e-07,-1.9900000000000002e-12,-2.0700000000000007e-12,1
0.685,4.63532e-08,1.04337e-07,1.1846e-07,1.2152e-07,1.46e-12,7.900000000000001e-13,1
0.67,4.6629e-08,1.036784e-07,1.158e-07,1.2302e-07,-3.900000000000001e-13,2.08e-12,1
0.655,4.6609e-08,1.0434920000000001e-07,1.14e-07,1.2208e-07,2.2700000000000002e-12,-1.3500000000000001e-12,1
0.64,4.59976e-08,1.0287e-07,1.1354e-07,1.2048e-07,1.3900000000000001e-12,7e-13,1
0.625,4.57578e-08,1.0134940000000001e-07,1.120836e-07,1.2194e-07,-1.91e-12,-3.38e-12,1
